status,list_date,list_price,price_reduced_amount,year_built,baths_3qtr,sold_date,sold_price,baths_full,baths_half,lot_sqft,sqft,baths,sub_type,garage,stories,beds,type,city,county,lat,lon
sold,2023-07-20T16:58:47.000000Z,790000.0,5000.0,1960.0,,2024-01-05,,3.0,,13939.0,4631.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.588039,-116.245319
sold,2023-08-11T20:08:55.000000Z,574000.0,15000.0,1972.0,,2024-01-05,,2.0,,6970.0,1512.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.651548,-116.229343
sold,2023-10-18T18:28:12.000000Z,599900.0,20000.0,1999.0,,2024-01-05,,3.0,,7841.0,2489.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.658023,-116.360672
sold,2023-12-11T15:27:40.000000Z,429990.0,,1965.0,,2024-01-04,,2.0,,9583.0,1288.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.647759,-116.255404
sold,2023-11-15T14:07:24.000000Z,475000.0,,1994.0,,2024-01-03,,3.0,,6970.0,1792.0,3.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.646415,-116.316502
sold,2023-12-01T15:08:20.000000Z,1200000.0,,1993.0,,2024-01-03,,2.0,,17424.0,2910.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.668971,-116.295181
sold,2023-11-09T15:58:55.000000Z,599900.0,15000.0,1974.0,,2024-01-03,,3.0,,17860.0,2400.0,3.0,,,1.0,5.0,single_family,Idaho,Ada,43.650253,-116.22588
sold,2023-11-09T07:27:52.000000Z,2600000.0,,2015.0,,2024-01-03,,3.0,3.0,21736.0,5008.0,6.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.638302,-116.213829
sold,2023-09-15T01:08:52.000000Z,895000.0,34000.0,1977.0,,2024-01-02,,4.0,,13650.0,,4.0,,,,6.0,multi_family,Idaho,Ada,43.61238,-116.17191
sold,2023-10-27T20:38:43.000000Z,429500.0,,1910.0,,2024-01-02,,1.0,,5663.0,1188.0,1.0,,,1.0,2.0,single_family,Idaho,Ada,43.624792,-116.228565
sold,2023-10-20T15:08:34.000000Z,449000.0,,1986.0,,2023-12-29,,2.0,,21824.0,2032.0,2.0,,2.0,2.0,5.0,single_family,Idaho,Ada,43.613999,-116.28056
sold,2023-11-06T20:18:20.000000Z,48000.0,11990.0,1959.0,,2023-12-29,,1.0,,,500.0,1.0,,,1.0,2.0,mobile,Idaho,Ada,43.619667,-116.265816
sold,2023-12-13T18:57:57.000000Z,395000.0,,1994.0,,2023-12-29,,2.0,,6534.0,1120.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.549994,-116.131673
sold,2023-12-30T06:01:10.000000Z,235000.0,,1955.0,,2023-12-29,,1.0,,8276.0,918.0,1.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.610912,-116.246591
sold,2023-10-06T06:29:24.000000Z,424000.0,10900.0,1995.0,,2023-12-28,,2.0,,7100.0,1190.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.676649,-116.285813
sold,2023-08-17T15:27:59.000000Z,889000.0,,2014.0,,2023-12-28,,2.0,,8712.0,2293.0,2.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.578047,-116.133165
sold,2023-07-29T16:57:43.000000Z,799000.0,100900.0,1932.0,,2023-12-28,,3.0,,6534.0,3015.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.631295,-116.217227
sold,2023-11-21T19:38:02.000000Z,584900.0,,1986.0,,2023-12-28,,2.0,,6970.0,1576.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.654199,-116.236721
sold,2023-08-11T14:58:16.000000Z,279900.0,20000.0,1997.0,,2023-12-28,,2.0,,,881.0,2.0,condo,,1.0,2.0,condos,Idaho,Ada,43.581668,-116.244876
sold,2023-09-25T18:29:51.000000Z,377889.0,17099.0,2012.0,,2023-12-27,,2.0,,6098.0,1402.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.535729,-116.299219
sold,2023-10-14T15:28:08.000000Z,600000.0,25000.0,1993.0,,2023-12-26,,3.0,,10454.0,2722.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.650586,-116.323272
sold,2023-11-15T22:38:53.000000Z,545000.0,,1949.0,,2023-12-26,,3.0,,13504.0,2076.0,3.0,,1.0,,5.0,multi_family,Idaho,Ada,43.591094,-116.255043
sold,2023-01-22T22:27:32.000000Z,785000.0,,,,2024-01-12,,,,3380256.0,,0.0,,,,,land,Idaho,Ada,43.470295,-116.06106
sold,2023-12-08T19:58:02.000000Z,349900.0,,1958.0,,2024-01-12,,1.0,3.0,9278.0,1382.0,4.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.628822,-116.26719
sold,2023-09-22T21:38:42.000000Z,479900.0,20000.0,1994.0,,2024-01-12,,2.0,,10019.0,1481.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.612875,-116.31346
sold,2023-11-13T17:17:27.000000Z,380000.0,,2012.0,,2024-01-12,,2.0,,6839.0,1481.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.536898,-116.304128
sold,2023-10-22T02:38:47.000000Z,475000.0,,1971.0,,2024-01-12,,2.0,,6098.0,1502.0,2.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.648041,-116.237535
sold,2023-09-30T06:37:54.000000Z,850000.0,20000.0,2002.0,,2024-01-12,,2.0,2.0,7884.0,2350.0,4.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.570451,-116.120271
sold,2023-08-01T13:47:28.000000Z,520000.0,9950.0,1964.0,,2024-01-11,,1.0,,,973.0,1.0,condo,,1.0,2.0,condos,Idaho,Ada,43.613685,-116.196252
sold,2023-10-26T20:38:16.000000Z,310000.0,5000.0,1920.0,,2024-01-11,,1.0,,7841.0,1276.0,1.0,,,1.0,3.0,single_family,Idaho,Ada,43.670487,-116.278864
sold,2023-12-08T15:17:30.000000Z,344900.0,,1950.0,,2024-01-11,,1.0,,7841.0,1207.0,1.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.604925,-116.238792
sold,2023-12-23T03:27:48.000000Z,665000.0,,1979.0,,2024-01-10,,2.0,3.0,3485.0,2660.0,5.0,townhouse,2.0,2.0,3.0,townhomes,Idaho,Ada,43.602397,-116.176432
sold,2023-11-30T19:27:21.000000Z,625000.0,,2005.0,,2024-01-10,,3.0,3.0,4487.0,3314.0,6.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.556639,-116.131429
sold,2023-09-08T18:29:13.000000Z,899000.0,,2019.0,,2024-01-10,,3.0,,12153.0,2690.0,3.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.71356,-116.238763
sold,2023-10-25T17:07:55.000000Z,575000.0,,2000.0,,2024-01-08,,2.0,3.0,10454.0,2664.0,5.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.655542,-116.35071
sold,2023-09-14T19:08:24.000000Z,464900.0,20000.0,2012.0,,2024-01-08,,2.0,,,1639.0,2.0,condo,2.0,1.0,3.0,condos,Idaho,Ada,43.631273,-116.333401
sold,2023-12-08T19:48:18.000000Z,399000.0,,1979.0,,2024-01-08,,2.0,,6970.0,1346.0,2.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.565407,-116.161028
sold,2023-11-27T22:17:23.000000Z,120000.0,,1993.0,,2024-01-06,,2.0,,,1600.0,2.0,,,1.0,3.0,mobile,Idaho,Ada,43.612789,-116.322197
sold,2023-11-01T16:47:50.000000Z,535000.0,,2023.0,,2024-01-05,,4.0,,3485.0,1732.0,4.0,,2.0,,4.0,multi_family,Idaho,Ada,43.587506,-116.228214
sold,2023-09-20T20:09:23.000000Z,589900.0,10000.0,1981.0,,2024-01-05,,2.0,2.0,1742.0,1930.0,4.0,townhouse,2.0,2.0,3.0,townhomes,Idaho,Ada,43.65243,-116.261039
sold,2023-08-22T18:38:27.000000Z,365000.0,34000.0,1962.0,,2024-01-05,,2.0,,6970.0,1514.0,2.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.621685,-116.307147
sold,2023-07-20T16:58:47.000000Z,790000.0,5000.0,1960.0,,2024-01-05,,3.0,,13939.0,4631.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.588039,-116.245319
sold,2023-08-11T20:08:55.000000Z,574000.0,15000.0,1972.0,,2024-01-05,,2.0,,6970.0,1512.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.651548,-116.229343
sold,2023-10-18T18:28:12.000000Z,599900.0,20000.0,1999.0,,2024-01-05,,3.0,,7841.0,2489.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.658023,-116.360672
sold,2023-12-11T15:27:40.000000Z,429990.0,,1965.0,,2024-01-04,,2.0,,9583.0,1288.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.647759,-116.255404
sold,2023-11-15T14:07:24.000000Z,475000.0,,1994.0,,2024-01-03,,3.0,,6970.0,1792.0,3.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.646415,-116.316502
sold,2023-12-01T15:08:20.000000Z,1200000.0,,1993.0,,2024-01-03,,2.0,,17424.0,2910.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.668971,-116.295181
sold,2023-11-09T15:58:55.000000Z,599900.0,15000.0,1974.0,,2024-01-03,,3.0,,17860.0,2400.0,3.0,,,1.0,5.0,single_family,Idaho,Ada,43.650253,-116.22588
sold,2023-11-09T07:27:52.000000Z,2600000.0,,2015.0,,2024-01-03,,3.0,3.0,21736.0,5008.0,6.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.638302,-116.213829
sold,2023-09-15T01:08:52.000000Z,895000.0,34000.0,1977.0,,2024-01-02,,4.0,,13650.0,,4.0,,,,6.0,multi_family,Idaho,Ada,43.61238,-116.17191
sold,2023-10-27T20:38:43.000000Z,429500.0,,1910.0,,2024-01-02,,1.0,,5663.0,1188.0,1.0,,,1.0,2.0,single_family,Idaho,Ada,43.624792,-116.228565
sold,2023-10-20T15:08:34.000000Z,449000.0,,1986.0,,2023-12-29,,2.0,,21824.0,2032.0,2.0,,2.0,2.0,5.0,single_family,Idaho,Ada,43.613999,-116.28056
sold,2023-11-06T20:18:20.000000Z,48000.0,11990.0,1959.0,,2023-12-29,,1.0,,,500.0,1.0,,,1.0,2.0,mobile,Idaho,Ada,43.619667,-116.265816
sold,2023-12-13T18:57:57.000000Z,395000.0,,1994.0,,2023-12-29,,2.0,,6534.0,1120.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.549994,-116.131673
sold,2023-12-30T06:01:10.000000Z,235000.0,,1955.0,,2023-12-29,,1.0,,8276.0,918.0,1.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.610912,-116.246591
sold,2023-10-06T06:29:24.000000Z,424000.0,10900.0,1995.0,,2023-12-28,,2.0,,7100.0,1190.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.676649,-116.285813
sold,2023-07-29T16:57:43.000000Z,799000.0,100900.0,1932.0,,2023-12-28,,3.0,,6534.0,3015.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.631295,-116.217227
sold,2023-08-17T15:27:59.000000Z,889000.0,,2014.0,,2023-12-28,,2.0,,8712.0,2293.0,2.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.578047,-116.133165
sold,2023-11-21T19:38:02.000000Z,584900.0,,1986.0,,2023-12-28,,2.0,,6970.0,1576.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.654199,-116.236721
sold,2023-08-11T14:58:16.000000Z,279900.0,20000.0,1997.0,,2023-12-28,,2.0,,,881.0,2.0,condo,,1.0,2.0,condos,Idaho,Ada,43.581668,-116.244876
sold,2023-09-25T18:29:51.000000Z,377889.0,17099.0,2012.0,,2023-12-27,,2.0,,6098.0,1402.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.535729,-116.299219
sold,2023-10-14T15:28:08.000000Z,600000.0,25000.0,1993.0,,2023-12-26,,3.0,,10454.0,2722.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.650586,-116.323272
sold,2023-11-15T22:38:53.000000Z,545000.0,,1949.0,,2023-12-26,,3.0,,13504.0,2076.0,3.0,,1.0,,5.0,multi_family,Idaho,Ada,43.591094,-116.255043
sold,2023-09-13T23:39:49.000000Z,499900.0,,,,2023-12-22,,,,37897.0,,0.0,,,,,land,Idaho,Ada,43.616624,-116.313808
sold,2023-12-08T19:58:02.000000Z,349900.0,,1958.0,,2024-01-12,,1.0,3.0,9278.0,1382.0,4.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.628822,-116.26719
sold,2023-09-22T21:38:42.000000Z,479900.0,20000.0,1994.0,,2024-01-12,,2.0,,10019.0,1481.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.612875,-116.31346
sold,2023-11-13T17:17:27.000000Z,380000.0,,2012.0,,2024-01-12,,2.0,,6839.0,1481.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.536898,-116.304128
sold,2023-10-22T02:38:47.000000Z,475000.0,,1971.0,,2024-01-12,,2.0,,6098.0,1502.0,2.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.648041,-116.237535
sold,2023-09-30T06:37:54.000000Z,850000.0,20000.0,2002.0,,2024-01-12,,2.0,2.0,7884.0,2350.0,4.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.570451,-116.120271
sold,2023-08-01T13:47:28.000000Z,520000.0,9950.0,1964.0,,2024-01-11,,1.0,,,973.0,1.0,condo,,1.0,2.0,condos,Idaho,Ada,43.613685,-116.196252
sold,2023-10-26T20:38:16.000000Z,310000.0,5000.0,1920.0,,2024-01-11,,1.0,,7841.0,1276.0,1.0,,,1.0,3.0,single_family,Idaho,Ada,43.670487,-116.278864
sold,2023-12-08T15:17:30.000000Z,344900.0,,1950.0,,2024-01-11,,1.0,,7841.0,1207.0,1.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.604925,-116.238792
sold,2023-12-23T03:27:48.000000Z,665000.0,,1979.0,,2024-01-10,,2.0,3.0,3485.0,2660.0,5.0,townhouse,2.0,2.0,3.0,townhomes,Idaho,Ada,43.602397,-116.176432
sold,2023-11-30T19:27:21.000000Z,625000.0,,2005.0,,2024-01-10,,3.0,3.0,4487.0,3314.0,6.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.556639,-116.131429
sold,2023-09-08T18:29:13.000000Z,899000.0,,2019.0,,2024-01-10,,3.0,,12153.0,2690.0,3.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.71356,-116.238763
sold,2023-10-25T17:07:55.000000Z,575000.0,,2000.0,,2024-01-08,,2.0,3.0,10454.0,2664.0,5.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.655542,-116.35071
sold,2023-09-14T19:08:24.000000Z,464900.0,20000.0,2012.0,,2024-01-08,,2.0,,,1639.0,2.0,condo,2.0,1.0,3.0,condos,Idaho,Ada,43.631273,-116.333401
sold,2023-12-08T19:48:18.000000Z,399000.0,,1979.0,,2024-01-08,,2.0,,6970.0,1346.0,2.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.565407,-116.161028
sold,2023-11-27T22:17:23.000000Z,120000.0,,1993.0,,2024-01-06,,2.0,,,1600.0,2.0,,,1.0,3.0,mobile,Idaho,Ada,43.612789,-116.322197
sold,2023-11-01T16:47:50.000000Z,535000.0,,2023.0,,2024-01-05,,4.0,,3485.0,1732.0,4.0,,2.0,,4.0,multi_family,Idaho,Ada,43.587506,-116.228214
sold,2023-09-20T20:09:23.000000Z,589900.0,10000.0,1981.0,,2024-01-05,,2.0,2.0,1742.0,1930.0,4.0,townhouse,2.0,2.0,3.0,townhomes,Idaho,Ada,43.65243,-116.261039
sold,2023-08-22T18:38:27.000000Z,365000.0,34000.0,1962.0,,2024-01-05,,2.0,,6970.0,1514.0,2.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.621685,-116.307147
sold,2023-07-20T16:58:47.000000Z,790000.0,5000.0,1960.0,,2024-01-05,,3.0,,13939.0,4631.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.588039,-116.245319
sold,2023-08-11T20:08:55.000000Z,574000.0,15000.0,1972.0,,2024-01-05,,2.0,,6970.0,1512.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.651548,-116.229343
sold,2023-10-18T18:28:12.000000Z,599900.0,20000.0,1999.0,,2024-01-05,,3.0,,7841.0,2489.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.658023,-116.360672
sold,2023-12-11T15:27:40.000000Z,429990.0,,1965.0,,2024-01-04,,2.0,,9583.0,1288.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.647759,-116.255404
sold,2023-11-15T14:07:24.000000Z,475000.0,,1994.0,,2024-01-03,,3.0,,6970.0,1792.0,3.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.646415,-116.316502
sold,2023-12-01T15:08:20.000000Z,1200000.0,,1993.0,,2024-01-03,,2.0,,17424.0,2910.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.668971,-116.295181
sold,2023-11-09T15:58:55.000000Z,599900.0,15000.0,1974.0,,2024-01-03,,3.0,,17860.0,2400.0,3.0,,,1.0,5.0,single_family,Idaho,Ada,43.650253,-116.22588
sold,2023-11-09T07:27:52.000000Z,2600000.0,,2015.0,,2024-01-03,,3.0,3.0,21736.0,5008.0,6.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.638302,-116.213829
sold,2023-09-15T01:08:52.000000Z,895000.0,34000.0,1977.0,,2024-01-02,,4.0,,13650.0,,4.0,,,,6.0,multi_family,Idaho,Ada,43.61238,-116.17191
sold,2023-10-27T20:38:43.000000Z,429500.0,,1910.0,,2024-01-02,,1.0,,5663.0,1188.0,1.0,,,1.0,2.0,single_family,Idaho,Ada,43.624792,-116.228565
sold,2023-10-20T15:08:34.000000Z,449000.0,,1986.0,,2023-12-29,,2.0,,21824.0,2032.0,2.0,,2.0,2.0,5.0,single_family,Idaho,Ada,43.613999,-116.28056
sold,2023-11-06T20:18:20.000000Z,48000.0,11990.0,1959.0,,2023-12-29,,1.0,,,500.0,1.0,,,1.0,2.0,mobile,Idaho,Ada,43.619667,-116.265816
sold,2023-12-13T18:57:57.000000Z,395000.0,,1994.0,,2023-12-29,,2.0,,6534.0,1120.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.549994,-116.131673
sold,2023-12-30T06:01:10.000000Z,235000.0,,1955.0,,2023-12-29,,1.0,,8276.0,918.0,1.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.610912,-116.246591
sold,2023-10-06T06:29:24.000000Z,424000.0,10900.0,1995.0,,2023-12-28,,2.0,,7100.0,1190.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.676649,-116.285813
sold,2023-07-29T16:57:43.000000Z,799000.0,100900.0,1932.0,,2023-12-28,,3.0,,6534.0,3015.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.631295,-116.217227
sold,2023-08-17T15:27:59.000000Z,889000.0,,2014.0,,2023-12-28,,2.0,,8712.0,2293.0,2.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.578047,-116.133165
sold,2023-11-21T19:38:02.000000Z,584900.0,,1986.0,,2023-12-28,,2.0,,6970.0,1576.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.654199,-116.236721
sold,2023-08-11T14:58:16.000000Z,279900.0,20000.0,1997.0,,2023-12-28,,2.0,,,881.0,2.0,condo,,1.0,2.0,condos,Idaho,Ada,43.581668,-116.244876
sold,2023-09-25T18:29:51.000000Z,377889.0,17099.0,2012.0,,2023-12-27,,2.0,,6098.0,1402.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.535729,-116.299219
sold,2023-10-14T15:28:08.000000Z,600000.0,25000.0,1993.0,,2023-12-26,,3.0,,10454.0,2722.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.650586,-116.323272
sold,2023-11-15T22:38:53.000000Z,545000.0,,1949.0,,2023-12-26,,3.0,,13504.0,2076.0,3.0,,1.0,,5.0,multi_family,Idaho,Ada,43.591094,-116.255043
sold,2023-09-13T23:39:49.000000Z,499900.0,,,,2023-12-22,,,,37897.0,,0.0,,,,,land,Idaho,Ada,43.616624,-116.313808
sold,2023-11-13T00:17:38.000000Z,363000.0,,1985.0,,2023-12-22,,1.0,,7841.0,756.0,1.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.664163,-116.260917
sold,2023-09-22T21:38:42.000000Z,479900.0,20000.0,1994.0,,2024-01-12,,2.0,,10019.0,1481.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.612875,-116.31346
sold,2023-11-13T17:17:27.000000Z,380000.0,,2012.0,,2024-01-12,,2.0,,6839.0,1481.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.536898,-116.304128
sold,2023-10-22T02:38:47.000000Z,475000.0,,1971.0,,2024-01-12,,2.0,,6098.0,1502.0,2.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.648041,-116.237535
sold,2023-09-30T06:37:54.000000Z,850000.0,20000.0,2002.0,,2024-01-12,,2.0,2.0,7884.0,2350.0,4.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.570451,-116.120271
sold,2023-08-01T13:47:28.000000Z,520000.0,9950.0,1964.0,,2024-01-11,,1.0,,,973.0,1.0,condo,,1.0,2.0,condos,Idaho,Ada,43.613685,-116.196252
sold,2023-10-26T20:38:16.000000Z,310000.0,5000.0,1920.0,,2024-01-11,,1.0,,7841.0,1276.0,1.0,,,1.0,3.0,single_family,Idaho,Ada,43.670487,-116.278864
sold,2023-12-08T15:17:30.000000Z,344900.0,,1950.0,,2024-01-11,,1.0,,7841.0,1207.0,1.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.604925,-116.238792
sold,2023-12-23T03:27:48.000000Z,665000.0,,1979.0,,2024-01-10,,2.0,3.0,3485.0,2660.0,5.0,townhouse,2.0,2.0,3.0,townhomes,Idaho,Ada,43.602397,-116.176432
sold,2023-11-30T19:27:21.000000Z,625000.0,,2005.0,,2024-01-10,,3.0,3.0,4487.0,3314.0,6.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.556639,-116.131429
sold,2023-09-08T18:29:13.000000Z,899000.0,,2019.0,,2024-01-10,,3.0,,12153.0,2690.0,3.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.71356,-116.238763
sold,2023-10-25T17:07:55.000000Z,575000.0,,2000.0,,2024-01-08,,2.0,3.0,10454.0,2664.0,5.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.655542,-116.35071
sold,2023-09-14T19:08:24.000000Z,464900.0,20000.0,2012.0,,2024-01-08,,2.0,,,1639.0,2.0,condo,2.0,1.0,3.0,condos,Idaho,Ada,43.631273,-116.333401
sold,2023-12-08T19:48:18.000000Z,399000.0,,1979.0,,2024-01-08,,2.0,,6970.0,1346.0,2.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.565407,-116.161028
sold,2023-11-27T22:17:23.000000Z,120000.0,,1993.0,,2024-01-06,,2.0,,,1600.0,2.0,,,1.0,3.0,mobile,Idaho,Ada,43.612789,-116.322197
sold,2023-11-01T16:47:50.000000Z,535000.0,,2023.0,,2024-01-05,,4.0,,3485.0,1732.0,4.0,,2.0,,4.0,multi_family,Idaho,Ada,43.587506,-116.228214
sold,2023-09-20T20:09:23.000000Z,589900.0,10000.0,1981.0,,2024-01-05,,2.0,2.0,1742.0,1930.0,4.0,townhouse,2.0,2.0,3.0,townhomes,Idaho,Ada,43.65243,-116.261039
sold,2023-08-22T18:38:27.000000Z,365000.0,34000.0,1962.0,,2024-01-05,,2.0,,6970.0,1514.0,2.0,,1.0,1.0,3.0,single_family,Idaho,Ada,43.621685,-116.307147
sold,2023-07-20T16:58:47.000000Z,790000.0,5000.0,1960.0,,2024-01-05,,3.0,,13939.0,4631.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.588039,-116.245319
sold,2023-08-11T20:08:55.000000Z,574000.0,15000.0,1972.0,,2024-01-05,,2.0,,6970.0,1512.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.651548,-116.229343
sold,2023-10-18T18:28:12.000000Z,599900.0,20000.0,1999.0,,2024-01-05,,3.0,,7841.0,2489.0,3.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.658023,-116.360672
sold,2023-12-11T15:27:40.000000Z,429990.0,,1965.0,,2024-01-04,,2.0,,9583.0,1288.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.647759,-116.255404
sold,2023-11-15T14:07:24.000000Z,475000.0,,1994.0,,2024-01-03,,3.0,,6970.0,1792.0,3.0,,2.0,2.0,4.0,single_family,Idaho,Ada,43.646415,-116.316502
sold,2023-12-01T15:08:20.000000Z,1200000.0,,1993.0,,2024-01-03,,2.0,,17424.0,2910.0,2.0,,3.0,1.0,3.0,single_family,Idaho,Ada,43.668971,-116.295181
sold,2023-11-09T15:58:55.000000Z,599900.0,15000.0,1974.0,,2024-01-03,,3.0,,17860.0,2400.0,3.0,,,1.0,5.0,single_family,Idaho,Ada,43.650253,-116.22588
sold,2023-11-09T07:27:52.000000Z,2600000.0,,2015.0,,2024-01-03,,3.0,3.0,21736.0,5008.0,6.0,,3.0,2.0,4.0,single_family,Idaho,Ada,43.638302,-116.213829
sold,2023-09-15T01:08:52.000000Z,895000.0,34000.0,1977.0,,2024-01-02,,4.0,,13650.0,,4.0,,,,6.0,multi_family,Idaho,Ada,43.61238,-116.17191
sold,2023-10-27T20:38:43.000000Z,429500.0,,1910.0,,2024-01-02,,1.0,,5663.0,1188.0,1.0,,,1.0,2.0,single_family,Idaho,Ada,43.624792,-116.228565
sold,2023-10-20T15:08:34.000000Z,449000.0,,1986.0,,2023-12-29,,2.0,,21824.0,2032.0,2.0,,2.0,2.0,5.0,single_family,Idaho,Ada,43.613999,-116.28056
sold,2023-11-06T20:18:20.000000Z,48000.0,11990.0,1959.0,,2023-12-29,,1.0,,,500.0,1.0,,,1.0,2.0,mobile,Idaho,Ada,43.619667,-116.265816
sold,2023-12-13T18:57:57.000000Z,395000.0,,1994.0,,2023-12-29,,2.0,,6534.0,1120.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.549994,-116.131673
sold,2023-12-30T06:01:10.000000Z,235000.0,,1955.0,,2023-12-29,,1.0,,8276.0,918.0,1.0,,2.0,1.0,2.0,single_family,Idaho,Ada,43.610912,-116.246591
sold,2023-10-06T06:29:24.000000Z,424000.0,10900.0,1995.0,,2023-12-28,,2.0,,7100.0,1190.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.676649,-116.285813
sold,2023-08-17T15:27:59.000000Z,889000.0,,2014.0,,2023-12-28,,2.0,,8712.0,2293.0,2.0,,3.0,1.0,4.0,single_family,Idaho,Ada,43.578047,-116.133165
sold,2023-07-29T16:57:43.000000Z,799000.0,100900.0,1932.0,,2023-12-28,,3.0,,6534.0,3015.0,3.0,,2.0,1.0,4.0,single_family,Idaho,Ada,43.631295,-116.217227
sold,2023-11-21T19:38:02.000000Z,584900.0,,1986.0,,2023-12-28,,2.0,,6970.0,1576.0,2.0,,2.0,1.0,3.0,single_family,Idaho,Ada,43.654199,-116.236721
sold,2023-08-11T14:58:16.000000Z,279900.0,20000.0,1997.0,,2023-12-28,,2.0,,,881.0,2.0,condo,,1.0,2.0,condos,Idaho,Ada,43.581668,-116.244876
